cp_model,art_ms_ozon,art_ms_wb,art_print_ozon,art_print_wb,sku,nm,msk_limits_all,tier
Samsung Galaxy A16,,SAM0069-10,V104573,W260,,273549739,3865,Tier 1
Samsung Galaxy A16,,SAM0069-10,C004,C004,,413363705,3865,Tier 1
Samsung Galaxy A16,,SAM0069-10,V500486,W096,,273549248,3865,Tier 1
Samsung Galaxy A16,2110250,,R103659,Q00452,2608129621,,3865,Tier 1
Samsung Galaxy A16,2110250,SAM0069-10,R100687,Q500490,2453486439,587442389,3865,Tier 1
Samsung Galaxy A16,2110250,,R103526,Q00476,2777415550,,3865,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104469,W407,,490262663,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C026,C026,,490281756,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104812,W1118,,542287806,1760,Tier 1
Samsung Galaxy A17,2111650,SAM0130-10,V102752,W500491,2782635575,587493124,1760,Tier 1
Samsung Galaxy A17,2111650,,V100377,W100377,3085555040,,1760,Tier 1
Samsung Galaxy A17,2111650,,C311,C311,2782635651,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R103534,Q00466,,529671121,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C816,C816,,561050441,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C512,C512,,490283519,1760,Tier 1
Samsung Galaxy A17,2111650,SAM0130-10,V102459,W177,2782635644,490264162,1760,Tier 1
Samsung Galaxy A17,2111650,SAM0130-10,R242,Q00086,3085562843,490266654,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R103404,Q00383,,490262501,1760,Tier 1
Samsung Galaxy A17,2111650,,V103631,W301,2632336483,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R102210,Q00011,,490262757,1760,Tier 1
Samsung Galaxy A17,2111650,,V104161,W431,2632337499,,1760,Tier 1
Samsung Galaxy A17,2111650,SAM0130-10,V104272,W500493,2782635610,587538072,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R500483,Q00268,,490261860,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C506,C506,,490282060,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R103147,Q00295,,490261920,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R102211,Q00049,,490262723,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104491,W412,,490265614,1760,Tier 1
Samsung Galaxy A17,2111650,,R102970,Q00454,2632342241,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V102222,W060,,490261863,1760,Tier 1
Samsung Galaxy A17,2111650,,C103042,C103042,2782635211,,1760,Tier 1
Samsung Galaxy A17,2111650,,R103658,Q00534,2632345882,,1760,Tier 1
Samsung Galaxy A17,2111650,,V103665,W437,3085565216,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104754,W330,,490265963,1760,Tier 1
Samsung Galaxy A17,2111650,,C380,C380,2782635188,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104715,W969,,512992791,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C500056,C500056,,577326744,1760,Tier 1
Samsung Galaxy A17,2111650,,R103520,Q00492,2782634903,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R500482,Q00260,,490262502,1760,Tier 1
Samsung Galaxy A17,2111650,,C320,C320,2782636368,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C294,C294,,490281897,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R102087,Q00026,,490261908,1760,Tier 1
Samsung Galaxy A17,2111650,,V103717,W369,2782635309,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C806,C806,,684842839,1760,Tier 1
Samsung Galaxy A17,2111650,,C306,C306,2782635086,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V102310,W009,,490266510,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V102331,W021,,490266655,1760,Tier 1
Samsung Galaxy A17,2111650,,V102158,W160,3085573057,,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104570,W007,,490265490,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R103284,Q00425,,490266688,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C670,C670,,507368675,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C505,C505,,490282056,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C340,C340,,490283020,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V103113,W261,,490265696,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R103825,Q00662,,542312484,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C007,C007,,490282999,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V102307,W001,,490265568,1760,Tier 1
Samsung Galaxy A17,2111650,SAM0130-10,R100453,Q500489,3085556627,587398050,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,R5017261,Q500488,,587344836,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104947,W1252,,556466781,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C140,C140,,490282152,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104376,W416,,490265649,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V500487,W210,,490265307,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V104573,W260,,490262505,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,C004,C004,,490281958,1760,Tier 1
Samsung Galaxy A17,,SAM0130-10,V500486,W096,,490264842,1760,Tier 1
Samsung Galaxy A17,2111650,,R103659,Q00452,2632342877,,1760,Tier 1
Samsung Galaxy A17,2111650,,R100687,Q500490,2632338991,,1760,Tier 1
Samsung Galaxy A17,2111650,,R103526,Q00476,2782636595,,1760,Tier 1
Samsung Galaxy A20s,2100850,,V104812,W1118,3005142176,,35,Tier 0
Samsung Galaxy A20s,2100850,,V102752,W500491,2776760176,,35,Tier 0
Samsung Galaxy A20s,2100850,,V100377,W100377,3084763542,,35,Tier 0
Samsung Galaxy A20s,2100850,,C311,C311,2776760640,,35,Tier 0
Samsung Galaxy A20s,2100850,,V102459,W177,2776761721,,35,Tier 0
Samsung Galaxy A20s,2100850,,R242,Q00086,3084764237,,35,Tier 0
Samsung Galaxy A20s,2100850,,V103631,W301,1865355390,,35,Tier 0
Samsung Galaxy A20s,2100850,,V104161,W431,2452955841,,35,Tier 0
Samsung Galaxy A20s,2100850,,V104272,W500493,2776760764,,35,Tier 0
Samsung Galaxy A20s,2100850,,R102970,Q00454,2453521926,,35,Tier 0
Samsung Galaxy A20s,2100850,,C103042,C103042,2776761058,,35,Tier 0
Samsung Galaxy A20s,2100850,,R103658,Q00534,2632030024,,35,Tier 0
Samsung Galaxy A20s,2100850,,V103665,W437,3085328511,,35,Tier 0
Samsung Galaxy A20s,2100850,,C380,C380,2776759633,,35,Tier 0
Samsung Galaxy A20s,2100850,,R103520,Q00492,2776762092,,35,Tier 0
Samsung Galaxy A20s,2100850,,C320,C320,2776760544,,35,Tier 0
Samsung Galaxy A20s,2100850,,V103717,W369,2776759397,,35,Tier 0
Samsung Galaxy A20s,2100850,,C806,C806,3006594384,,35,Tier 0
Samsung Galaxy A20s,2100850,,C306,C306,2776762423,,35,Tier 0
Samsung Galaxy A20s,2100850,,V102158,W160,3084762081,,35,Tier 0
Samsung Galaxy A20s,2100850,,R103825,Q00662,3005093991,,35,Tier 0
Samsung Galaxy A20s,2100850,,R100453,Q500489,3084764968,,35,Tier 0
Samsung Galaxy A20s,2100850,,R103659,Q00452,2631976543,,35,Tier 0
Samsung Galaxy A20s,2100850,,R100687,Q500490,2516479068,,35,Tier 0
Samsung Galaxy A20s,2100850,,R103526,Q00476,2776759973,,35,Tier 0
Samsung Galaxy A21s,2100250,,V104812,W1118,2957397346,,15,Tier 0
Samsung Galaxy A21s,2100250,,V102752,W500491,2776759447,,15,Tier 0
Samsung Galaxy A21s,2100250,,V100377,W100377,3084909533,,15,Tier 0
Samsung Galaxy A21s,2100250,,C311,C311,2776760945,,15,Tier 0
Samsung Galaxy A21s,2100250,,V102459,W177,2776761420,,15,Tier 0
Samsung Galaxy A21s,2100250,,R242,Q00086,3084916119,,15,Tier 0
Samsung Galaxy A21s,2100250,,V103631,W301,1859610568,,15,Tier 0
Samsung Galaxy A21s,2100250,,V104161,W431,2452955548,,15,Tier 0
Samsung Galaxy A21s,2100250,,V104272,W500493,2776760150,,15,Tier 0
Samsung Galaxy A21s,2100250,,R102970,Q00454,2453519788,,15,Tier 0
Samsung Galaxy A21s,2100250,,C103042,C103042,2776760777,,15,Tier 0
Samsung Galaxy A21s,2100250,,R103658,Q00534,2631982473,,15,Tier 0
Samsung Galaxy A21s,2100250,,V103665,W437,3085330002,,15,Tier 0
Samsung Galaxy A21s,2100250,,C380,C380,2776761187,,15,Tier 0
Samsung Galaxy A21s,2100250,,V104715,W969,3255066796,,15,Tier 0
Samsung Galaxy A21s,2100250,,C500056,C500056,3154508657,,15,Tier 0
Samsung Galaxy A21s,2100250,,R103520,Q00492,2776760603,,15,Tier 0
Samsung Galaxy A21s,2100250,,C320,C320,2776761351,,15,Tier 0
Samsung Galaxy A21s,2100250,,V103717,W369,2776760905,,15,Tier 0
Samsung Galaxy A21s,2100250,,C806,C806,2973462432,,15,Tier 0
Samsung Galaxy A21s,2100250,,C306,C306,2776761425,,15,Tier 0
Samsung Galaxy A21s,2100250,,V102158,W160,3084915987,,15,Tier 0
Samsung Galaxy A21s,2100250,,R103825,Q00662,2957397140,,15,Tier 0
Samsung Galaxy A21s,2100250,,R100453,Q500489,3084376446,,15,Tier 0
Samsung Galaxy A21s,2100250,,C500571,C500571,3218954231,,15,Tier 0
Samsung Galaxy A21s,2100250,,R103659,Q00452,2631982691,,15,Tier 0
Samsung Galaxy A21s,2100250,,R100687,Q500490,2516477144,,15,Tier 0
Samsung Galaxy A21s,2100250,,R103526,Q00476,2776759557,,15,Tier 0
Samsung Galaxy A22/M32/M22,,SSA22-10,V104469,W407,,443852368,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C026,C026,,685051786,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,SSA22-10,V104812,W1118,2952936601,542291008,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,SSA22-10,V102752,W500491,2782752572,587514099,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,V100377,W100377,3085068466,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C311,C311,2782750578,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R103534,Q00466,,591235632,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C512,C512,,460819625,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,SSA22-10,V102459,W177,2782748356,233428799,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,SSA22-10,R242,Q00086,3084380252,225006088,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R103404,Q00383,,291873354,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,SSA22-10,V103631,W301,1858074198,331485804,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R102210,Q00011,,189123712,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,V104161,W431,2452984374,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,SSA22-10,V104272,W500493,2782748557,587549216,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R500483,Q00268,,253313524,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C506,C506,,460814049,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R103147,Q00295,,259032254,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R102211,Q00049,,215547609,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V104491,W412,,445357573,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R102970,Q00454,2453517070,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V102222,W060,,225164654,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C103042,C103042,2782749434,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R103658,Q00534,2639072856,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,V103665,W437,3085332812,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V104754,W330,,400620013,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C380,C380,2782750260,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,SSA22-10,V104715,W969,3255056255,518058009,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C500056,C500056,3154721382,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R103520,Q00492,2782751426,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R500482,Q00260,,253312515,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C320,C320,2782751799,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C294,C294,,413361075,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R102087,Q00026,,190385057,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,V103717,W369,2782748269,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C806,C806,2970078898,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C306,C306,2782753816,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V102310,W009,,190385058,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V102331,W021,,215547627,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,V102158,W160,3085068528,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V104570,W007,,215547648,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R103284,Q00425,,331485477,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C670,C670,,507369210,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C505,C505,,460813044,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C340,C340,,413363330,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C515,C515,,460774254,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V103113,W261,,277519244,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R103825,Q00662,2952935607,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C007,C007,,413363313,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C676,C676,,507369226,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V102307,W001,,189123718,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R100453,Q500489,3085068138,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,R5017261,Q500488,,587394127,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V104947,W1252,,556471951,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C140,C140,,413362002,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,C500571,C500571,3218928173,,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V104376,W416,,445357974,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V500487,W210,,259030756,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V104573,W260,,274305960,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,C004,C004,,413361057,430,Tier 4
Samsung Galaxy A22/M32/M22,,SSA22-10,V500486,W096,,248462737,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R103659,Q00452,2639068658,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R100687,Q500490,2453325786,,430,Tier 4
Samsung Galaxy A22/M32/M22,2103150,,R103526,Q00476,2782753274,,430,Tier 4
Samsung Galaxy A22s 5G,,SSA22S5G-10,V104469,W407,,443687338,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C026,C026,,684926873,220,Tier 0
Samsung Galaxy A22s 5G,2104250,SSA22S5G-10,V104812,W1118,2957402690,542289826,220,Tier 0
Samsung Galaxy A22s 5G,2104250,SSA22S5G-10,V102752,W500491,2776738341,587503786,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,V100377,W100377,3084935796,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,C311,C311,2776739199,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R103534,Q00466,,529705953,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C816,C816,,561055835,220,Tier 0
Samsung Galaxy A22s 5G,2104250,SSA22S5G-10,V102459,W177,2776738235,233428744,220,Tier 0
Samsung Galaxy A22s 5G,2104250,SSA22S5G-10,R242,Q00086,3084386447,235950753,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R103404,Q00383,,291872592,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,V103631,W301,1858082886,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R102210,Q00011,,209710773,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,V104161,W431,2452955967,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,V104272,W500493,2776738835,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R500483,Q00268,,253314856,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C506,C506,,460814399,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R103147,Q00295,,259066893,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R102211,Q00049,,215552766,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,R102970,Q00454,2453516586,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V102222,W060,,235932323,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,C103042,C103042,2776738832,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,R103658,Q00534,2632195700,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,V103665,W437,3085330701,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V104754,W330,,400620048,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,C380,C380,2776738808,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,SSA22S5G-10,V104715,W969,3255063156,513008320,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,C500056,C500056,3154510279,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,R103520,Q00492,2776738902,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R500482,Q00260,,253313921,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,C320,C320,2776738820,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C294,C294,,413361957,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R102087,Q00026,,209710626,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,V103717,W369,2776739753,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,SSA22S5G-10,C806,C806,2973473567,684928223,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,C306,C306,2776738847,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V102310,W009,,209710627,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V102331,W021,,215552774,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,V102158,W160,3084395616,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V104570,W007,,215552788,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R103284,Q00425,,331485607,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C505,C505,,460813415,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C515,C515,,460774620,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V103113,W261,,277519293,220,Tier 0
Samsung Galaxy A22s 5G,2104250,SSA22S5G-10,R103825,Q00662,2957402213,542316280,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C007,C007,,413363713,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C676,C676,,507369294,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V102307,W001,,209710766,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,R100453,Q500489,3084932970,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,R5017261,Q500488,,587357733,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V104947,W1252,,556470380,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C140,C140,,413360356,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,C500571,C500571,3218954036,,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V500487,W210,,259033037,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V104573,W260,,274306046,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,C004,C004,,413361949,220,Tier 0
Samsung Galaxy A22s 5G,,SSA22S5G-10,V500486,W096,,248462033,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,R103659,Q00452,2632194887,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,R100687,Q500490,2453315526,,220,Tier 0
Samsung Galaxy A22s 5G,2104250,,R103526,Q00476,2776739021,,220,Tier 0
Samsung Galaxy A23,,SSA23-10,V104469,W407,,443685758,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C026,C026,,684873995,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,V104812,W1118,2952918820,542290569,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,V102752,W500491,2776740732,587503801,255,Tier 3
Samsung Galaxy A23,2105050,,V100377,W100377,3084941579,,255,Tier 3
Samsung Galaxy A23,2105050,,C311,C311,2776740738,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R103534,Q00466,,529718119,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C512,C512,,460819456,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,V102459,W177,2776739458,234840074,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,R242,Q00086,3084940410,235951406,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R103404,Q00383,,291873419,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,V103631,W301,1858073534,331485715,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R102210,Q00011,,188596319,255,Tier 3
Samsung Galaxy A23,2105050,,V104161,W431,2452956006,,255,Tier 3
Samsung Galaxy A23,2105050,,V104272,W500493,2776739415,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R500483,Q00268,,253315392,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R103147,Q00295,,259032630,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R102211,Q00049,,215544685,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V104491,W412,,445315003,255,Tier 3
Samsung Galaxy A23,2105050,,R102970,Q00454,2453516922,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V102222,W060,,235934835,255,Tier 3
Samsung Galaxy A23,2105050,,C103042,C103042,2776740284,,255,Tier 3
Samsung Galaxy A23,2105050,,R103658,Q00534,2632202191,,255,Tier 3
Samsung Galaxy A23,2105050,,V103665,W437,3085329744,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V104754,W330,,400619886,255,Tier 3
Samsung Galaxy A23,2105050,,C380,C380,2776740034,,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,V104715,W969,3255055611,513009930,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,C500056,C500056,3154624542,577330589,255,Tier 3
Samsung Galaxy A23,2105050,,R103520,Q00492,2776739143,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R500482,Q00260,,253313089,255,Tier 3
Samsung Galaxy A23,2105050,,C320,C320,2776739310,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C294,C294,,413360665,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R102087,Q00026,,190386812,255,Tier 3
Samsung Galaxy A23,2105050,,V103717,W369,2776739942,,255,Tier 3
Samsung Galaxy A23,2105050,,C806,C806,2970078750,,255,Tier 3
Samsung Galaxy A23,2105050,,C306,C306,2776740710,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V102310,W009,,190386813,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V102331,W021,,215544693,255,Tier 3
Samsung Galaxy A23,2105050,,V102158,W160,3084941326,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V104570,W007,,215544706,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R103284,Q00425,,331485086,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C670,C670,,507369313,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C515,C515,,460774028,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V103113,W261,,277519292,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,R103825,Q00662,2952918532,542317117,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C007,C007,,413361311,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C676,C676,,507369336,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V102307,W001,,188596312,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,R100453,Q500489,3084388751,587404227,255,Tier 3
Samsung Galaxy A23,,SSA23-10,R5017261,Q500488,,587357867,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V104947,W1252,,556471147,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C140,C140,,413362395,255,Tier 3
Samsung Galaxy A23,2105050,,C500571,C500571,3218929246,,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V104376,W416,,445317949,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V500487,W210,,259034181,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V104573,W260,,274305934,255,Tier 3
Samsung Galaxy A23,,SSA23-10,C004,C004,,413360647,255,Tier 3
Samsung Galaxy A23,,SSA23-10,V500486,W096,,248461747,255,Tier 3
Samsung Galaxy A23,2105050,,R103659,Q00452,2632201336,,255,Tier 3
Samsung Galaxy A23,2105050,SSA23-10,R100687,Q500490,2516501022,587443133,255,Tier 3
Samsung Galaxy A23,2105050,,R103526,Q00476,2776739090,,255,Tier 3
Samsung Galaxy A24,,SSA24-10,V104469,W407,,443685638,225,Tier 3
Samsung Galaxy A24,,SSA24-10,C026,C026,,685050667,225,Tier 3
Samsung Galaxy A24,2108050,SSA24-10,V104812,W1118,2952918946,542290669,225,Tier 3
Samsung Galaxy A24,2108050,SSA24-10,V102752,W500491,2776742370,587514326,225,Tier 3
Samsung Galaxy A24,2108050,,V100377,W100377,3084952403,,225,Tier 3
Samsung Galaxy A24,2108050,,C311,C311,2776743226,,225,Tier 3
Samsung Galaxy A24,,SSA24-10,R103534,Q00466,,590325223,225,Tier 3
Samsung Galaxy A24,,SSA24-10,C816,C816,,561057344,225,Tier 3
Samsung Galaxy A24,,SSA24-10,C512,C512,,460819383,225,Tier 3
Samsung Galaxy A24,2108050,SSA24-10,V102459,W177,2776742214,234839687,225,Tier 3
Samsung Galaxy A24,2108050,SSA24-10,R242,Q00086,3084959527,225006137,225,Tier 3
Samsung Galaxy A24,,SSA24-10,R103404,Q00383,,291873517,225,Tier 3
Samsung Galaxy A24,2108050,SSA24-10,V103631,W301,1858079912,331485293,225,Tier 3
Samsung Galaxy A24,,SSA24-10,R102210,Q00011,,185063342,225,Tier 3
Samsung Galaxy A24,2108050,,V104161,W431,2452956775,,225,Tier 3
Samsung Galaxy A24,2108050,SSA24-10,V104272,W500493,2776742175,587549240,225,Tier 3
